original_class,target_class,predicted_class,num_iteration,confidence
3,1,187,187,0.8107316493988037
3,1,207,207,0.3592594265937805
5,1,208,208,0.15041835606098175
4,1,235,235,0.25153231620788574
6,1,25,25,0.6756671071052551
5,1,267,267,0.6138480305671692
5,1,281,281,0.6889680027961731
3,1,283,283,0.34039297699928284
3,1,285,285,0.26239272952079773
4,1,286,286,0.5757673382759094
5,1,291,291,0.7551220059394836
5,1,294,294,0.7810676693916321
5,1,30,30,0.7571677565574646
3,1,301,301,0.6535009741783142
4,1,308,308,0.9114530086517334
3,1,309,309,0.902319073677063
4,1,311,311,0.5655829906463623
4,1,313,313,0.3483131527900696
3,1,314,314,0.9926779270172119
3,1,315,315,0.14205986261367798
2,1,319,319,0.6253923773765564
5,1,32,32,0.9066239595413208
4,1,323,323,0.7485501170158386
4,1,325,325,0.5451062321662903
3,1,329,329,0.9885613322257996
2,1,338,338,0.10817580670118332
4,1,341,341,0.9018165469169617
3,1,345,345,0.15330608189105988
4,1,347,347,0.1672520786523819
5,1,349,349,0.2909609079360962
3,1,353,353,0.30644717812538147
4,1,354,354,0.5651684999465942
3,1,365,365,0.9923422932624817
4,1,367,367,0.2931123375892639
5,1,372,372,0.2800924777984619
6,1,386,386,0.681593656539917
3,1,387,387,0.9980873465538025
4,1,398,398,0.7754429578781128
7,1,400,400,0.6528260111808777
4,1,406,406,0.38918671011924744
4,1,411,411,0.49931684136390686
4,1,414,414,0.25463804602622986
5,1,421,421,0.33246657252311707
5,1,424,424,0.1787727028131485
3,1,425,425,0.6498042941093445
3,1,427,427,0.15315595269203186
4,1,430,430,0.3644772171974182
3,1,435,435,0.41533467173576355
7,1,436,436,0.2711818218231201
5,1,437,437,0.15257081389427185
4,1,438,438,0.71319580078125
3,1,440,440,0.47619694471359253
6,1,445,445,0.18539217114448547
5,1,447,447,0.3525277376174927
3,1,448,448,0.7165316939353943
4,1,457,457,0.41453298926353455
6,1,458,458,0.1520041525363922
3,1,462,462,0.4152919352054596
3,1,463,463,0.2019195556640625
6,1,466,466,0.7085206508636475
6,1,467,467,0.3717888295650482
3,1,470,470,0.916678786277771
3,1,471,471,0.3073031008243561
5,1,474,474,0.13986513018608093
5,1,480,480,0.6873407959938049
5,1,485,485,0.3383285105228424
3,1,488,488,0.8243719935417175
4,1,492,492,0.3799326419830322
4,1,496,496,0.3653251826763153
6,1,50,50,0.4145020544528961
4,1,500,500,0.24292422831058502
5,1,508,508,0.18861918151378632
4,1,509,509,0.4154719412326813
4,1,511,511,0.04259021207690239
3,1,517,517,0.42711034417152405
4,1,525,525,0.24066707491874695
4,1,526,526,0.708345890045166
4,1,532,532,0.6841671466827393
5,1,542,542,0.5110024213790894
4,1,543,543,0.6999988555908203
5,1,557,557,0.602205753326416
3,1,562,562,0.8983858823776245
4,1,565,565,0.08813724666833878
3,1,567,567,0.9213720560073853
4,1,568,568,0.28275102376937866
7,1,570,570,0.4804863929748535
5,1,573,573,0.790774941444397
5,1,576,576,0.2503051161766052
3,1,604,604,0.14559413492679596
6,1,605,605,0.5500684976577759
4,1,61,61,0.3980097472667694
5,1,612,612,0.2863711416721344
4,1,614,614,0.4280254542827606
3,1,619,619,0.785010039806366
5,1,621,621,0.31090492010116577
3,1,625,625,0.09164664894342422
5,1,627,627,0.3789692223072052
3,1,635,635,0.7452167272567749
3,1,645,645,0.1229468584060669
4,1,652,652,0.24276335537433624
6,1,655,655,0.4310751259326935
4,1,675,675,0.8171212077140808
3,1,677,677,0.8889198899269104
7,1,678,678,0.1440054327249527
7,1,682,682,0.25301873683929443
6,1,683,683,0.6586739420890808
7,1,687,687,0.8009775876998901
4,1,69,69,0.6737289428710938
3,1,704,704,0.47536924481391907
4,1,707,707,0.3051799535751343
4,1,71,71,0.7412678599357605
5,1,716,716,0.9662341475486755
4,1,720,720,0.9575183987617493
3,1,731,731,0.2576633095741272
4,1,733,733,0.3177759051322937
4,1,734,734,0.13882224261760712
3,1,735,735,0.18217889964580536
7,1,737,737,0.9845380783081055
5,1,739,739,0.5193003416061401
4,1,744,744,0.7433283925056458
4,1,747,747,0.15842412412166595
3,1,75,75,0.9018274545669556
5,1,758,758,0.7795020341873169
3,1,76,76,0.9685754179954529
4,1,760,760,0.892431378364563
3,1,761,761,0.051895253360271454
5,1,765,765,0.20883972942829132
5,1,768,768,0.11156986653804779
4,1,774,774,0.3412814140319824
4,1,779,779,0.39100801944732666
5,1,781,781,0.8380693197250366
3,1,786,786,0.17875517904758453
3,1,79,79,0.2163492888212204
5,1,801,801,0.9638826251029968
5,1,806,806,0.8621488213539124
5,1,808,808,0.161847785115242
6,1,811,811,0.9586939215660095
3,1,815,815,0.9342126250267029
6,1,817,817,0.4050661027431488
3,1,821,821,0.516228437423706
4,1,826,826,0.22966495156288147
3,1,837,837,0.6432507634162903
8,1,839,839,0.9719199538230896
3,1,842,842,0.278624564409256
4,1,845,845,0.32406988739967346
3,1,849,849,0.24220694601535797
5,1,850,850,0.9515056610107422
4,1,853,853,0.15559200942516327
2,1,862,862,0.3383133113384247
6,1,866,866,0.26762479543685913
5,1,873,873,0.2162369042634964
6,1,874,874,0.6174854040145874
7,1,877,877,0.8922002911567688
3,1,879,879,0.4088584780693054
4,1,887,887,0.4444137513637543
3,1,888,888,0.49676862359046936
5,1,890,890,0.8664597272872925
3,1,899,899,0.561960756778717
3,1,900,900,0.6530513167381287
3,1,909,909,0.6422855854034424
5,1,910,910,0.15245918929576874
3,1,917,917,0.782788097858429
5,1,923,923,0.3228200078010559
3,1,924,924,0.6644948124885559
5,1,928,928,0.253022700548172
5,1,929,929,0.9208130836486816
3,1,932,932,0.6678555011749268
5,1,935,935,0.9689156413078308
4,1,938,938,0.2917659878730774
4,1,945,945,0.4283390939235687
3,1,947,947,0.5671713948249817
6,1,950,950,0.933576762676239
5,1,951,951,0.22088493406772614
6,1,954,954,0.23722223937511444
4,1,957,957,0.36085325479507446
4,1,962,962,0.9778011441230774
3,1,963,963,0.9437811374664307
3,1,964,964,0.6698352694511414
5,1,967,967,0.4029009938240051
3,1,970,970,0.3124033808708191
6,1,972,972,0.8768964409828186
4,1,973,973,0.18283605575561523
3,1,975,975,0.7340093851089478
6,1,978,978,0.7268524765968323
4,1,988,988,0.8722723126411438
5,1,99,99,0.4732111692428589
1,1,1,1,0.9944562315940857
4,1,105,105,0.5848725438117981
3,1,107,107,0.9999263286590576
4,1,109,109,0.37212300300598145
3,1,113,113,0.47601205110549927
3,1,114,114,0.617662250995636
4,1,115,115,0.7711067199707031
3,1,122,122,0.4170697331428528
3,1,123,123,0.4727896749973297
4,1,128,128,0.08913221955299377
4,1,145,145,0.950193464756012
6,1,146,146,0.8633075952529907
2,1,149,149,0.3110337257385254
4,1,151,151,0.42726439237594604
3,1,187,187,0.19229668378829956
4,1,207,207,0.20090548694133759
4,1,208,208,0.14519965648651123
5,1,235,235,0.44844290614128113
4,1,25,25,0.19900459051132202
4,1,267,267,0.2844855785369873
4,1,281,281,0.44275569915771484
3,1,283,283,0.5620453357696533
3,1,285,285,0.6800423264503479
3,1,286,286,0.8019957542419434
5,1,291,291,0.3519107401371002
5,1,294,294,0.5439629554748535
2,1,30,30,0.252494215965271
2,1,301,301,0.20816437900066376
2,1,308,308,0.20467069745063782
3,1,309,309,0.34355801343917847
3,1,311,311,0.42944517731666565
3,1,313,313,0.4585927426815033
2,1,314,314,0.936578631401062
4,1,315,315,0.36837896704673767
2,1,319,319,0.7561659216880798
3,1,32,32,0.1599152386188507
5,1,323,323,0.5317711234092712
5,1,325,325,0.8141568899154663
4,1,329,329,0.45560547709465027
3,1,338,338,0.07732047885656357
4,1,341,341,0.7756175398826599
4,1,345,345,0.4273386299610138
6,1,347,347,0.5755117535591125
9,1,349,349,0.6501256227493286
4,1,353,353,0.2940201461315155
5,1,354,354,0.9981042146682739
4,1,365,365,0.9617732167243958
4,1,367,367,0.480785608291626
4,1,372,372,0.966005802154541
4,1,386,386,0.5179388523101807
4,1,387,387,0.3579324185848236
3,1,398,398,0.3330191373825073
6,1,400,400,0.2118864208459854
3,1,406,406,0.9181187748908997
2,1,411,411,0.10963762551546097
2,1,414,414,0.9546756744384766
2,1,421,421,0.7881847023963928
2,1,424,424,0.09789682179689407
2,1,425,425,0.4696292579174042
1,1,427,427,0.5703411102294922
2,1,430,430,0.8935645818710327
2,1,435,435,0.3847352862358093
2,1,436,436,0.2140718251466751
2,1,437,437,0.1443077176809311
3,1,438,438,0.8835741877555847
3,1,440,440,0.7514787912368774
7,1,445,445,0.6905260682106018
2,1,447,447,0.6247552633285522
3,1,448,448,0.9696266055107117
3,1,457,457,0.5724902153015137
2,1,458,458,0.0663532167673111
4,1,462,462,0.9856970310211182
4,1,463,463,0.9584009051322937
1,1,466,466,0.15439093112945557
2,1,467,467,0.14034347236156464
3,1,470,470,0.9838173389434814
2,1,471,471,0.43252795934677124
4,1,474,474,0.858328640460968
2,1,480,480,0.6923648118972778
2,1,485,485,0.6658533811569214
3,1,488,488,0.8111810088157654
2,1,492,492,0.5938345193862915
4,1,496,496,0.1285463273525238
3,1,50,50,0.24284560978412628
3,1,500,500,0.9201852083206177
3,1,508,508,0.8043088316917419
2,1,509,509,0.11205127835273743
4,1,511,511,0.4878358244895935
2,1,517,517,0.33372414112091064
2,1,525,525,0.9467165470123291
2,1,526,526,0.7131769061088562
2,1,532,532,0.6371588706970215
2,1,542,542,0.11250130087137222
4,1,543,543,0.896074652671814
5,1,557,557,0.3206467628479004
2,1,562,562,0.9757817983627319
1,1,565,565,0.23547440767288208
2,1,567,567,0.24584491550922394
3,1,568,568,0.12759646773338318
3,1,570,570,0.9781568050384521
3,1,573,573,0.13456475734710693
2,1,576,576,0.19846612215042114
1,1,604,604,0.9627029299736023
3,1,605,605,0.846980094909668
3,1,61,61,0.720759391784668
4,1,612,612,0.7123942971229553
5,1,614,614,0.8726704716682434
3,1,619,619,0.9362100958824158
2,1,621,621,0.3418980836868286
2,1,625,625,0.5936668515205383
2,1,627,627,0.1539810746908188
2,1,635,635,0.970723032951355
4,1,645,645,0.9410939812660217
3,1,652,652,0.5028773546218872
3,1,655,655,0.5323068499565125
1,1,675,675,0.332132488489151
3,1,677,677,0.5450260639190674
2,1,678,678,0.131324902176857
4,1,682,682,0.696476399898529
5,1,683,683,0.3540278673171997
4,1,687,687,0.4385544955730438
3,1,69,69,0.5738650560379028
2,1,704,704,0.9754379391670227
4,1,707,707,0.8082183599472046
3,1,71,71,0.7808272838592529
5,1,716,716,0.7708423733711243
2,1,720,720,0.9094094038009644
2,1,731,731,0.49288174510002136
6,1,733,733,0.7726705074310303
3,1,734,734,0.2957020699977875
3,1,735,735,0.2879367768764496
2,1,737,737,0.8128491640090942
2,1,739,739,0.839410126209259
2,1,744,744,0.7018573880195618
2,1,747,747,0.7299971580505371
1,1,75,75,0.284481942653656
2,1,758,758,0.9804004430770874
3,1,76,76,0.4851434826850891
1,1,760,760,0.21712768077850342
3,1,761,761,0.8599493503570557
3,1,765,765,0.4324742555618286
2,1,768,768,0.5766379833221436
2,1,774,774,0.4317464828491211
4,1,779,779,0.4768387973308563
3,1,781,781,0.5980328321456909
2,1,786,786,0.8652123808860779
4,1,79,79,0.7998132705688477
2,1,801,801,0.09313255548477173
3,1,806,806,0.14748574793338776
3,1,808,808,0.971129834651947
2,1,811,811,0.9385311007499695
2,1,815,815,0.41505637764930725
2,1,817,817,0.4392494261264801
4,1,821,821,0.9889728426933289
2,1,826,826,0.45230695605278015
2,1,837,837,0.792130172252655
3,1,839,839,0.6074725389480591
3,1,842,842,0.9302239418029785
2,1,845,845,0.1699783056974411
2,1,849,849,0.272645503282547
3,1,850,850,0.9011644124984741
3,1,853,853,0.9775755405426025
2,1,862,862,0.28873246908187866
2,1,866,866,0.6045339703559875
3,1,873,873,0.15978145599365234
4,1,874,874,0.8552035689353943
4,1,877,877,0.8549399971961975
4,1,879,879,0.6755903363227844
3,1,887,887,0.272233247756958
2,1,888,888,0.3848378658294678
3,1,890,890,0.9510022401809692
1,1,899,899,0.8360903263092041
3,1,900,900,0.9196836948394775
3,1,909,909,0.6261300444602966
5,1,910,910,0.6898989081382751
2,1,917,917,0.23899595439434052
3,1,923,923,0.47714799642562866
3,1,924,924,0.5207992196083069
3,1,928,928,0.9236752390861511
4,1,929,929,0.9994677901268005
3,1,932,932,0.17922794818878174
4,1,935,935,0.6989944577217102
3,1,938,938,0.1696176677942276
3,1,945,945,0.5306748151779175
4,1,947,947,0.17327801883220673
3,1,950,950,0.19430449604988098
4,1,951,951,0.2962269186973572
3,1,954,954,0.14985938370227814
4,1,957,957,0.1415240615606308
2,1,962,962,0.33124449849128723
3,1,963,963,0.5023305416107178
3,1,964,964,0.9066736698150635
2,1,967,967,0.22940026223659515
4,1,970,970,0.48690706491470337
2,1,972,972,0.2890591323375702
5,1,973,973,0.3755924701690674
2,1,975,975,0.3800579309463501
3,1,978,978,0.1333334892988205
2,1,988,988,0.7449196577072144
5,1,99,99,0.5037268400192261
1,1,1,1,0.9988765120506287
4,1,105,105,0.1849554181098938
2,1,107,107,0.9524654746055603
4,1,109,109,0.07232479006052017
5,1,113,113,0.7209399938583374
5,1,114,114,0.7169390916824341
3,1,115,115,0.8589277863502502
1,1,122,122,0.27172917127609253
5,1,123,123,0.425449401140213
5,1,128,128,0.21872356534004211
3,1,145,145,0.23524940013885498
4,1,146,146,0.05840802937746048
5,1,149,149,0.5578908920288086
3,1,151,151,0.20808082818984985
4,1,187,187,0.07635410875082016
3,1,207,207,0.5142403244972229
4,1,208,208,0.2837943732738495
5,1,235,235,0.0776539146900177
5,1,25,25,0.22035200893878937
3,1,267,267,0.5650544762611389
5,1,281,281,0.16035686433315277
2,1,283,283,0.23793983459472656
6,1,285,285,0.5183115601539612
3,1,286,286,0.17210789024829865
4,1,291,291,0.08698256313800812
4,1,294,294,0.24714262783527374
4,1,30,30,0.07564033567905426
3,1,301,301,0.7180197238922119
3,1,308,308,0.8282890915870667
4,1,309,309,0.29996809363365173
3,1,311,311,0.46882736682891846
3,1,313,313,0.42827165126800537
2,1,314,314,0.12748880684375763
3,1,315,315,0.29015693068504333
2,1,319,319,0.2555251717567444
4,1,32,32,0.2633916437625885
3,1,323,323,0.3364022374153137
3,1,325,325,0.24101978540420532
3,1,329,329,0.9745848178863525
3,1,338,338,0.2372615486383438
3,1,341,341,0.30707675218582153
4,1,345,345,0.4460451602935791
4,1,347,347,0.07165391743183136
7,1,349,349,0.19197675585746765
5,1,353,353,0.0883692055940628
3,1,354,354,0.2316078394651413
3,1,365,365,0.08812756091356277
4,1,367,367,0.11555567383766174
5,1,372,372,0.2822590470314026
5,1,386,386,0.3074542284011841
4,1,387,387,0.1350686103105545
2,1,398,398,0.6527817249298096
4,1,400,400,0.3501380980014801
3,1,406,406,0.8931861519813538
3,1,411,411,0.7464999556541443
2,1,414,414,0.1908964216709137
4,1,421,421,0.3232342302799225
3,1,424,424,0.6571125388145447
3,1,425,425,0.09748701006174088
1,1,427,427,0.24633322656154633
3,1,430,430,0.8602785468101501
2,1,435,435,0.31981518864631653
3,1,436,436,0.2212463617324829
3,1,437,437,0.5198600888252258
1,1,438,438,0.7138126492500305
4,1,440,440,0.3479333221912384
3,1,445,445,0.5477486848831177
1,1,447,447,0.4668395519256592
3,1,448,448,0.7076216340065002
3,1,457,457,0.9196577072143555
5,1,458,458,0.6598457098007202
3,1,462,462,0.377767950296402
1,1,463,463,0.10483647882938385
2,1,466,466,0.20610712468624115
4,1,467,467,0.1983834207057953
1,1,470,470,0.32507777214050293
3,1,471,471,0.736116349697113
5,1,474,474,0.7537368535995483
4,1,480,480,0.1537235677242279
3,1,485,485,0.9771401882171631
4,1,488,488,0.355354905128479
4,1,492,492,0.0786362960934639
3,1,496,496,0.8059845566749573
6,1,50,50,0.49869295954704285
6,1,500,500,0.06253134459257126
3,1,508,508,0.4279753267765045
3,1,509,509,0.4484635293483734
3,1,511,511,0.3522213399410248
3,1,517,517,0.9727147221565247
3,1,525,525,0.6122749447822571
2,1,526,526,0.11680079996585846
2,1,532,532,0.16726458072662354
3,1,542,542,0.5014688372612
1,1,543,543,0.3909361660480499
3,1,557,557,0.3765518367290497
3,1,562,562,0.6057801842689514
3,1,565,565,0.48923060297966003
1,1,567,567,0.939423680305481
4,1,568,568,0.25629451870918274
2,1,570,570,0.10947461426258087
3,1,573,573,0.9020546078681946
3,1,576,576,0.551699697971344
1,1,604,604,0.8795175552368164
3,1,605,605,0.22764700651168823
4,1,61,61,0.08002929389476776
2,1,612,612,0.0974404364824295
2,1,614,614,0.09621750563383102
2,1,619,619,0.5999805331230164
3,1,621,621,0.7608269453048706
2,1,625,625,0.4114956855773926
3,1,627,627,0.08641878515481949
2,1,635,635,0.5379801392555237
3,1,645,645,0.7557398676872253
5,1,652,652,0.3518517017364502
5,1,655,655,0.10105609893798828
2,1,675,675,0.23450180888175964
2,1,677,677,0.2927408218383789
2,1,678,678,0.1268388330936432
5,1,682,682,0.39789387583732605
3,1,683,683,0.6554141044616699
5,1,687,687,0.45269277691841125
4,1,69,69,0.15887007117271423
2,1,704,704,0.10452159494161606
3,1,707,707,0.28849026560783386
3,1,71,71,0.22216789424419403
4,1,716,716,0.6595617532730103
2,1,720,720,0.6254753470420837
1,1,731,731,0.5605595111846924
4,1,733,733,0.04890413582324982
4,1,734,734,0.3654809594154358
4,1,735,735,0.41130152344703674
3,1,737,737,0.4357467293739319
2,1,739,739,0.5436154007911682
2,1,744,744,0.7298461198806763
1,1,747,747,0.597073495388031
3,1,75,75,0.9461545348167419
1,1,758,758,0.8915681838989258
4,1,76,76,0.1923810988664627
2,1,760,760,0.26184800267219543
3,1,761,761,0.4633984863758087
3,1,765,765,0.31234753131866455
4,1,768,768,0.574265718460083
3,1,774,774,0.8145990967750549
3,1,779,779,0.25009986758232117
3,1,781,781,0.3558114469051361
1,1,786,786,0.3215165138244629
3,1,79,79,0.6915624737739563
2,1,801,801,0.16750337183475494
3,1,806,806,0.08626879006624222
5,1,808,808,0.7507106065750122
1,1,811,811,0.6010845303535461
5,1,815,815,0.9489758014678955
2,1,817,817,0.21336401998996735
3,1,821,821,0.4564708173274994
1,1,826,826,0.31779491901397705
3,1,837,837,0.7403382062911987
3,1,839,839,0.2376495748758316
1,1,842,842,0.08459807932376862
1,1,845,845,0.35664647817611694
2,1,849,849,0.4530000686645508
3,1,850,850,0.9228327870368958
4,1,853,853,0.1123553141951561
2,1,862,862,0.4857071340084076
2,1,866,866,0.28419238328933716
4,1,873,873,0.11921712011098862
4,1,874,874,0.19667185842990875
3,1,877,877,0.5276133418083191
2,1,879,879,0.20588424801826477
3,1,887,887,0.45839253067970276
8,1,888,888,0.4273659586906433
4,1,890,890,0.5487410426139832
1,1,899,899,0.5043039917945862
3,1,900,900,0.7435756921768188
3,1,909,909,0.7922642827033997
3,1,910,910,0.8486720323562622
2,1,917,917,0.3777189254760742
1,1,923,923,0.20734745264053345
3,1,924,924,0.4031030833721161
2,1,928,928,0.34162795543670654
1,1,929,929,0.5024962425231934
3,1,932,932,0.7451894879341125
3,1,935,935,0.21289893984794617
3,1,938,938,0.2529440224170685
2,1,945,945,0.28778302669525146
4,1,947,947,0.379117488861084
3,1,950,950,0.5999550223350525
4,1,951,951,0.30465707182884216
3,1,954,954,0.18100380897521973
3,1,957,957,0.33782196044921875
3,1,962,962,0.9036207795143127
2,1,963,963,0.6189747452735901
2,1,964,964,0.4156070947647095
2,1,967,967,0.2681084871292114
3,1,970,970,0.7264673709869385
4,1,972,972,0.1952470988035202
4,1,973,973,0.18214982748031616
3,1,975,975,0.7338446378707886
3,1,978,978,0.4711883068084717
3,1,988,988,0.24842672049999237
3,1,99,99,0.09870604425668716
2,1,1,1,0.47373101115226746
4,1,105,105,0.22277478873729706
2,1,107,107,0.28884565830230713
5,1,109,109,0.8753108382225037
5,1,113,113,0.6737363338470459
5,1,114,114,0.11865592002868652
2,1,115,115,0.4133235514163971
3,1,122,122,0.5978551506996155
3,1,123,123,0.171803280711174
3,1,128,128,0.6839303374290466
4,1,145,145,0.6010077595710754
8,1,146,146,0.29167047142982483
4,1,149,149,0.4284915328025818
3,1,151,151,0.07894900441169739
3,1,187,187,0.4033590853214264
6,1,207,207,0.06647304445505142
7,1,208,208,0.16608451306819916
5,1,235,235,0.16772063076496124
3,1,25,25,0.25223320722579956
5,1,267,267,0.18531323969364166
3,1,281,281,0.10245592892169952
3,1,283,283,0.09015613049268723
4,1,285,285,0.17467662692070007
5,1,286,286,0.05730489641427994
5,1,291,291,0.7684658765792847
5,1,294,294,0.3103877902030945
4,1,30,30,0.43615084886550903
3,1,301,301,0.983400285243988
3,1,308,308,0.07616184651851654
5,1,309,309,0.8915791511535645
6,1,311,311,0.2951614558696747
4,1,313,313,0.11592745780944824
3,1,314,314,0.076471246778965
5,1,315,315,0.2062550038099289
3,1,319,319,0.3889213502407074
3,1,32,32,0.8835524916648865
4,1,323,323,0.2863035202026367
4,1,325,325,0.4393188953399658
3,1,329,329,0.6824194192886353
5,1,338,338,0.6576981544494629
3,1,341,341,0.08285360038280487
3,1,345,345,0.2319137006998062
5,1,347,347,0.08881654590368271
5,1,349,349,0.13215015828609467
8,1,353,353,0.649662435054779
3,1,354,354,0.9879667162895203
3,1,365,365,0.13524018228054047
3,1,367,367,0.2625792622566223
4,1,372,372,0.46485835313796997
6,1,386,386,0.802905797958374
4,1,387,387,0.19499816000461578
3,1,398,398,0.21218258142471313
3,1,400,400,0.7477996349334717
2,1,406,406,0.649870753288269
2,1,411,411,0.1632583737373352
3,1,414,414,0.08892157673835754
5,1,421,421,0.6768296957015991
3,1,424,424,0.7114038467407227
4,1,425,425,0.31450793147087097
3,1,427,427,0.3532509207725525
3,1,430,430,0.9040766358375549
5,1,435,435,0.17732465267181396
9,1,436,436,0.5306812524795532
5,1,437,437,0.18507301807403564
5,1,438,438,0.773322582244873
4,1,440,440,0.3218308389186859
8,1,445,445,0.12348031997680664
3,1,447,447,0.9132437705993652
5,1,448,448,0.8148981332778931
6,1,457,457,0.6622197031974792
6,1,458,458,0.36591842770576477
2,1,462,462,0.13364547491073608
5,1,463,463,0.8212630152702332
5,1,466,466,0.29111388325691223
3,1,467,467,0.8441440463066101
4,1,470,470,0.36110255122184753
4,1,471,471,0.3249343931674957
3,1,474,474,0.38170740008354187
5,1,480,480,0.07648622989654541
5,1,485,485,0.09406405687332153
4,1,488,488,0.13336990773677826
5,1,492,492,0.8949282169342041
3,1,496,496,0.8979399800300598
5,1,50,50,0.28862878680229187
7,1,500,500,0.28074657917022705
5,1,508,508,0.06981075555086136
3,1,509,509,0.49387383460998535
6,1,511,511,0.07683268934488297
4,1,517,517,0.48819610476493835
4,1,525,525,0.1957424432039261
4,1,526,526,0.3220117688179016
3,1,532,532,0.6385951042175293
4,1,542,542,0.10633307695388794
4,1,543,543,0.06778581440448761
3,1,557,557,0.6642511487007141
3,1,562,562,0.16632859408855438
5,1,565,565,0.4530251622200012
2,1,567,567,0.25701823830604553
4,1,568,568,0.3339802622795105
5,1,570,570,0.5803450345993042
5,1,573,573,0.482448011636734
3,1,576,576,0.4976881742477417
5,1,604,604,0.7753435969352722
7,1,605,605,0.739963173866272
4,1,61,61,0.4261120557785034
2,1,612,612,0.10736381262540817
2,1,614,614,0.8665498495101929
2,1,619,619,0.18728603422641754
5,1,621,621,0.9428291320800781
3,1,625,625,0.9098708629608154
4,1,627,627,0.15056589245796204
3,1,635,635,0.9436779618263245
2,1,645,645,0.9702905416488647
2,1,652,652,0.31031227111816406
6,1,655,655,0.2640906870365143
3,1,675,675,0.6136444807052612
5,1,677,677,0.2962547242641449
4,1,678,678,0.11767512559890747
6,1,682,682,0.0820082500576973
4,1,683,683,0.40648287534713745
6,1,687,687,0.24493372440338135
5,1,69,69,0.46918508410453796
6,1,704,704,0.1269424855709076
6,1,707,707,0.12967616319656372
4,1,71,71,0.6398965716362
3,1,716,716,0.21251517534255981
5,1,720,720,0.6687543392181396
4,1,731,731,0.9717139005661011
4,1,733,733,0.38026171922683716
6,1,734,734,0.5394989252090454
2,1,735,735,0.5375072956085205
5,1,737,737,0.30741044878959656
3,1,739,739,0.15374469757080078
3,1,744,744,0.6272797584533691
3,1,747,747,0.5815654993057251
3,1,75,75,0.8049580454826355
3,1,758,758,0.5094048380851746
3,1,76,76,0.9517561197280884
4,1,760,760,0.03302653133869171
6,1,761,761,0.422302782535553
3,1,765,765,0.34001895785331726
5,1,768,768,0.7959003448486328
6,1,774,774,0.22575058043003082
4,1,779,779,0.46636879444122314
3,1,781,781,0.21530432999134064
4,1,786,786,0.3873937129974365
5,1,79,79,0.2957862615585327
4,1,801,801,0.853606104850769
5,1,806,806,0.8757109045982361
4,1,808,808,0.21557237207889557
6,1,811,811,0.5442145466804504
3,1,815,815,0.5220491290092468
5,1,817,817,0.23408354818820953
4,1,821,821,0.5333423614501953
4,1,826,826,0.5113503336906433
5,1,837,837,0.3131163418292999
3,1,839,839,0.3105238378047943
3,1,842,842,0.28016549348831177
4,1,845,845,0.0393378883600235
3,1,849,849,0.4959791898727417
3,1,850,850,0.1491878479719162
4,1,853,853,0.3101179301738739
2,1,862,862,0.558269202709198
3,1,866,866,0.5562198162078857
7,1,873,873,0.6845581531524658
4,1,874,874,0.14510726928710938
6,1,877,877,0.7005414366722107
2,1,879,879,0.3425031900405884
2,1,887,887,0.5784983038902283
5,1,888,888,0.29654842615127563
3,1,890,890,0.2027054876089096
3,1,899,899,0.4795078933238983
5,1,900,900,0.34132063388824463
2,1,909,909,0.4642895460128784
6,1,910,910,0.13987232744693756
1,1,917,917,0.46809977293014526
3,1,923,923,0.4973210096359253
2,1,924,924,0.8697209358215332
3,1,928,928,0.4125727713108063
5,1,929,929,0.7437140345573425
5,1,932,932,0.1697884500026703
3,1,935,935,0.09749596565961838
2,1,938,938,0.783989429473877
3,1,945,945,0.9128702282905579
5,1,947,947,0.7873749732971191
3,1,950,950,0.7341232299804688
3,1,951,951,0.560492753982544
4,1,954,954,0.5587525963783264
3,1,957,957,0.9314704537391663
3,1,962,962,0.49642908573150635
3,1,963,963,0.8011401295661926
2,1,964,964,0.16588318347930908
7,1,967,967,0.33767834305763245
3,1,970,970,0.7775041460990906
3,1,972,972,0.33135104179382324
1,1,973,973,0.9928898811340332
3,1,975,975,0.7701646685600281
4,1,978,978,0.13178911805152893
3,1,988,988,0.763332188129425
9,1,99,99,0.6471323370933533
1,1,1,1,0.9999921321868896
4,1,105,105,0.16564589738845825
2,1,107,107,0.18542930483818054
4,1,109,109,0.13393960893154144
3,1,113,113,0.3094872236251831
4,1,114,114,0.5021110773086548
2,1,115,115,0.25971099734306335
2,1,122,122,0.939587414264679
5,1,123,123,0.4856018126010895
3,1,128,128,0.5665847063064575
5,1,145,145,0.9027255773544312
5,1,146,146,0.6042349338531494
3,1,149,149,0.9199345111846924
3,1,151,151,0.2223663330078125
3,1,187,187,0.05251145735383034
3,1,207,207,0.2957528829574585
4,1,208,208,0.3027617931365967
5,1,235,235,0.5466256737709045
5,1,25,25,0.4720902144908905
2,1,267,267,0.09412065148353577
5,1,281,281,0.09368805587291718
4,1,283,283,0.3991685211658478
6,1,285,285,0.6111140251159668
4,1,286,286,0.2716573178768158
3,1,291,291,0.10536226630210876
5,1,294,294,0.49645471572875977
5,1,30,30,0.22433535754680634
5,1,301,301,0.5985717177391052
5,1,308,308,0.8972325325012207
3,1,309,309,0.19619791209697723
4,1,311,311,0.10509981215000153
4,1,313,313,0.20349976420402527
4,1,314,314,0.7110118269920349
4,1,315,315,0.325033962726593
4,1,319,319,0.47548267245292664
3,1,32,32,0.9231603741645813
5,1,323,323,0.6169954538345337
3,1,325,325,0.4760375916957855
3,1,329,329,0.873000979423523
