img,original_class,predicted_class,num_iterations,confidence
824,0,6,7,0.5253921151161194
825,0,4,7,0.46351754665374756
826,0,4,9,0.6141240000724792
827,0,6,6,0.4755691587924957
828,0,6,7,0.5506998300552368
829,0,6,1,0.5760525465011597
830,0,6,9,0.548934280872345
831,0,6,6,0.5314474105834961
832,0,6,7,0.5620776414871216
833,0,4,6,0.6015856862068176
834,0,6,5,0.4803597033023834
835,0,6,9,0.7638912200927734
836,0,6,5,0.6013332009315491
837,1,7,3,0.4510593116283417
838,1,7,2,0.8029113411903381
839,1,8,6,0.265634149312973
840,1,4,3,0.3564891517162323
841,1,7,5,0.4898338317871094
842,1,8,7,0.4917166829109192
843,1,2,2,0.37993907928466797
844,1,4,7,0.5827704071998596
845,1,7,9,0.5428637266159058
846,1,7,4,0.6393083333969116
847,1,7,2,0.5272935032844543
848,1,7,9,0.6391680836677551
849,1,7,5,0.45755118131637573
850,1,5,5,0.2105530947446823
851,1,9,4,0.5838236212730408
852,1,7,9,0.5475286245346069
853,1,5,6,0.3344234228134155
854,1,7,4,0.5980977416038513
855,1,7,5,0.6754814386367798
856,1,7,12,0.4824160933494568
857,1,7,4,0.6252003312110901
858,1,7,3,0.9049763083457947
859,1,7,4,0.6270971894264221
860,1,4,6,0.5916315913200378
861,1,9,8,0.4648527503013611
862,1,4,6,0.9295164346694946
863,1,3,2,0.4569673538208008
864,1,7,5,0.567479133605957
865,1,9,1,0.3709929287433624
866,1,8,3,0.2582937479019165
867,1,7,4,0.6698703169822693
868,1,7,8,0.2480146437883377
869,1,9,2,0.7415000200271606
870,1,7,1,0.4769647419452667
871,1,3,0,0.4283422827720642
872,1,0,22,0.282694935798645
873,1,7,3,0.6258981227874756
874,1,3,6,0.31381386518478394
875,1,4,5,0.775267481803894
876,1,7,2,0.7194831371307373
877,2,8,7,0.6717941761016846
878,2,4,1,0.7690721750259399
879,2,8,6,0.6889668107032776
880,2,7,4,0.5375159382820129
881,2,6,5,0.5824751257896423
882,2,8,10,0.7928236126899719
883,2,7,2,0.6685531735420227
884,2,6,5,0.5641074180603027
885,2,8,4,0.8792750835418701
886,2,7,5,0.541671633720398
887,2,4,6,0.40665316581726074
888,2,8,3,0.5025351047515869
889,2,7,6,0.7188918590545654
890,2,6,11,0.3376169502735138
891,2,8,6,0.8338398337364197
892,2,6,11,0.3936867117881775
893,2,7,1,0.7176328301429749
894,2,4,3,0.6237040758132935
895,2,8,5,0.4201301336288452
896,2,6,10,0.43526631593704224
897,2,8,3,0.6147658824920654
898,2,1,6,0.7013567090034485
899,2,7,9,0.5264831185340881
900,2,8,7,0.8231937885284424
901,2,1,1,0.6427775025367737
902,2,4,10,0.5343206524848938
903,2,6,10,0.44902437925338745
904,2,1,4,0.5973570942878723
905,2,5,11,0.20329701900482178
906,2,7,4,0.4027513861656189
907,2,6,3,0.4560356140136719
908,2,8,2,0.6456692814826965
909,2,1,9,0.47747862339019775
910,2,7,2,0.6699380874633789
911,2,6,4,0.5409113764762878
912,2,1,4,0.6838340163230896
913,2,7,5,0.5601117610931396
914,2,3,7,0.8859848976135254
915,2,6,5,0.4122209846973419
916,2,8,6,0.29320207238197327
917,3,9,6,0.5012500286102295
918,3,7,4,0.6703354716300964
919,3,7,4,0.5901981592178345
920,3,9,7,0.625889003276825
921,3,9,3,0.7311354279518127
922,3,9,8,0.6292921900749207
923,3,5,11,0.4660062789916992
924,3,2,9,0.3668273389339447
925,3,8,9,0.7867937088012695
926,3,9,4,0.6629095077514648
927,3,9,7,0.4328966438770294
928,3,5,12,0.4250008761882782
929,3,9,9,0.5219138264656067
930,3,8,5,0.4735686182975769
931,3,5,7,0.3778162896633148
932,3,7,6,0.5714192986488342
933,3,8,1,0.5709301829338074
934,3,9,10,0.7558018565177917
935,3,2,4,0.5051886439323425
936,3,7,6,0.7740079164505005
937,3,7,4,0.8142182230949402
938,3,9,6,0.7049053311347961
939,3,7,7,0.5193480253219604
940,3,8,11,0.4343421161174774
941,3,9,2,0.5777880549430847
942,3,7,7,0.6502723693847656
943,3,5,3,0.8531042337417603
944,3,5,2,0.5848920941352844
945,3,2,8,0.8566988110542297
946,3,5,14,0.24075095355510712
947,3,5,4,0.4266129434108734
948,3,8,2,0.43316230177879333
949,3,8,4,0.4613611102104187
950,3,5,12,0.3188222348690033
951,3,7,3,0.7798036336898804
952,3,7,5,0.7851592302322388
953,3,9,9,0.5847741365432739
954,3,9,7,0.6929863095283508
955,3,5,4,0.41500699520111084
956,3,9,4,0.7451499700546265
957,4,6,4,0.6306982040405273
958,4,6,7,0.6599395275115967
959,4,6,7,0.6833562254905701
960,4,9,2,0.9307029247283936
961,4,6,8,0.6383879780769348
962,4,6,9,0.7565258145332336
963,4,6,7,0.7301357984542847
964,4,1,3,0.6730615496635437
965,4,6,9,0.6305915117263794
966,4,6,7,0.5631183385848999
967,4,7,0,0.9784100651741028
968,4,6,7,0.7001136541366577
969,4,6,6,0.8261152505874634
970,4,6,10,0.6367044448852539
971,4,6,5,0.47707489132881165
972,4,6,9,0.511208713054657
973,4,6,8,0.5676372647285461
974,4,6,10,0.6142041087150574
975,4,6,6,0.7515721321105957
976,4,6,6,0.5298739075660706
977,4,6,11,0.6579709053039551
978,4,6,6,0.6249222755432129
979,4,6,3,0.6102294325828552
980,4,7,3,0.5734269022941589
981,4,9,0,0.7189989686012268
982,4,9,4,0.8884191513061523
983,4,6,6,0.5911977291107178
984,4,6,5,0.6027437448501587
985,4,7,2,0.4609020948410034
986,4,9,0,0.7967270016670227
987,4,6,2,0.6902415156364441
988,4,1,11,0.3983151912689209
989,4,6,3,0.5208076238632202
990,4,7,5,0.9509217143058777
991,4,7,8,0.587733268737793
992,4,6,6,0.8105846643447876
993,4,6,4,0.5531234741210938
994,4,6,5,0.6699119806289673
995,4,0,7,0.512770414352417
996,4,6,2,0.7957056760787964
997,5,6,1,0.5955102443695068
998,5,3,2,0.8803992867469788
999,5,6,3,0.6318624019622803
1000,5,3,9,0.8232911825180054
1001,5,9,4,0.5299699902534485
1002,5,3,0,0.5966364145278931
1003,5,3,5,0.6217896938323975
1004,5,6,4,0.6355952024459839
1005,5,6,9,0.5239208340644836
1006,5,3,5,0.6323409080505371
1007,5,3,1,0.5524828433990479
1008,5,6,4,0.6723892688751221
1009,5,3,6,0.6658726930618286
1010,5,6,0,0.7426459789276123
1011,5,6,14,0.6009632349014282
1012,5,6,9,0.6134437918663025
1013,5,6,6,0.47437170147895813
1014,5,9,3,0.5996357202529907
1015,5,6,2,0.8012080788612366
1016,5,6,4,0.5187601447105408
1017,5,9,8,0.6041789650917053
1018,5,5,99,0.4332607686519623
1019,5,9,3,0.5994254946708679
1020,5,9,3,0.7719398736953735
1021,5,6,13,0.34012848138809204
1022,5,3,8,0.5016804933547974
1023,5,3,9,0.3854486048221588
1024,5,9,5,0.8296374678611755
1025,5,6,3,0.6394434571266174
1026,5,6,4,0.5715115070343018
1027,5,5,99,0.4332607686519623
1028,5,3,8,0.519463300704956
1029,5,6,1,0.9188302755355835
1030,5,6,12,0.8041099309921265
1031,5,3,6,0.6645722389221191
1032,5,6,9,0.5370186567306519
1033,5,3,9,0.6040806770324707
1034,5,3,0,0.5584096312522888
1035,5,3,12,0.7258774638175964
1036,5,6,13,0.45957016944885254
1037,6,5,12,0.3013257682323456
1038,6,5,18,0.30245718359947205
1039,6,8,20,0.20905078947544098
1040,6,4,5,0.7371939420700073
1041,6,2,12,0.35305219888687134
1042,6,4,13,0.6886651515960693
1043,6,4,3,0.5990081429481506
1044,6,4,8,0.7580228447914124
1045,6,5,10,0.3368334472179413
1046,6,0,4,0.615021288394928
1047,6,4,9,0.7197099924087524
1048,6,5,15,0.33715224266052246
1049,6,0,7,0.5540303587913513
1050,6,4,7,0.6202961206436157
1051,6,0,11,0.5820279121398926
1052,6,8,4,0.5505238175392151
1053,6,4,6,0.5479208827018738
1054,6,4,5,0.5772907137870789
1055,6,5,14,0.29458582401275635
1056,6,5,17,0.5019145011901855
1057,6,5,10,0.43256622552871704
1058,6,5,9,0.5385106801986694
1059,6,4,9,0.8374077081680298
1060,6,5,8,0.4624423086643219
1061,6,4,7,0.7346649765968323
1062,6,4,16,0.6263630986213684
1063,6,4,6,0.7964422106742859
1064,6,5,14,0.40462207794189453
1065,6,4,22,0.5145695209503174
1066,6,4,7,0.5484163165092468
1067,6,4,7,0.7306756377220154
1068,6,2,7,0.5613669157028198
1069,6,2,9,0.5415075421333313
1070,6,4,12,0.6505939960479736
1071,6,4,8,0.5774902105331421
1072,6,5,14,0.42287570238113403
1073,6,4,4,0.44243812561035156
1074,6,8,23,0.348838746547699
1075,6,5,7,0.6412315964698792
1076,6,5,7,0.28587067127227783
1077,7,5,12,0.37987542152404785
1078,7,1,2,0.38881415128707886
1079,7,4,9,0.4201832711696625
1080,7,5,15,0.26294395327568054
1081,7,3,7,0.6271981000900269
1082,7,8,4,0.49755623936653137
1083,7,3,11,0.25743424892425537
1084,7,8,8,0.24045391380786896
1085,7,1,13,0.5037733912467957
1086,7,3,7,0.3199111521244049
1087,7,8,3,0.6613817811012268
1088,7,5,14,0.3516254723072052
1089,7,3,10,0.3987866938114166
1090,7,3,8,0.37639275193214417
1091,7,1,20,0.3864732086658478
1092,7,2,18,0.1868147999048233
1093,7,1,9,0.5889117121696472
1094,7,9,2,0.4245826303958893
1095,7,3,3,0.3778013586997986
1096,7,3,6,0.5137374401092529
1097,7,5,15,0.356892466545105
1098,7,6,8,0.5559669733047485
1099,7,1,10,0.36537933349609375
1100,7,1,5,0.7783404588699341
1101,7,1,7,0.7011939883232117
1102,7,5,15,0.2943221628665924
1103,7,1,7,0.6221489310264587
1104,7,9,11,0.7900207042694092
1105,7,5,11,0.23420383036136627
1106,7,1,6,0.39690497517585754
1107,7,8,7,0.595761775970459
1108,7,4,11,0.5669409036636353
1109,7,2,6,0.2503887712955475
1110,7,6,3,0.6118804812431335
1111,7,6,0,0.8714922666549683
1112,7,1,6,0.4550051689147949
1113,7,2,3,0.6197087168693542
1114,7,6,8,0.6243782639503479
1115,7,1,4,0.7456995248794556
1116,8,6,11,0.3674470782279968
1117,8,9,6,0.7011222243309021
1118,8,2,5,0.35487252473831177
1119,8,2,12,0.2578370273113251
1120,8,9,4,0.723379909992218
1121,8,2,9,0.5001156330108643
1122,8,2,15,0.7444370985031128
1123,8,2,7,0.4600801467895508
1124,8,3,9,0.4255504906177521
1125,8,6,3,0.41030746698379517
1126,8,9,5,0.8231348991394043
1127,8,6,2,0.28296786546707153
1128,8,6,17,0.3484164774417877
1129,8,5,3,0.26291754841804504
1130,8,2,7,0.39812517166137695
1131,8,9,3,0.6149989366531372
1132,8,2,5,0.6365410685539246
1133,8,9,3,0.8918710947036743
1134,8,2,6,0.8293828368186951
1135,8,2,5,0.721333920955658
1136,8,9,6,0.5044386386871338
1137,8,3,10,0.46865448355674744
1138,8,2,7,0.5406847596168518
1139,8,2,5,0.6826154589653015
1140,8,5,15,0.23165160417556763
1141,8,6,1,0.6231292486190796
1142,8,6,6,0.36895090341567993
1143,8,6,8,0.3219296932220459
1144,8,3,3,0.8730953931808472
1145,8,2,5,0.7191393375396729
1146,8,2,3,0.323448121547699
1147,8,6,0,0.4806225001811981
1148,8,5,11,0.3222222924232483
1149,8,6,10,0.5757455229759216
1150,8,3,10,0.4394085109233856
1151,8,3,7,0.43630293011665344
1152,8,2,3,0.5337391495704651
1153,8,6,6,0.5309525728225708
1154,8,3,5,0.5862199068069458
1155,9,4,2,0.33391913771629333
1156,9,1,7,0.5278352499008179
1157,9,5,2,0.7945680618286133
1158,9,3,3,0.5331743955612183
1159,9,8,3,0.6114174127578735
1160,9,8,6,0.5377397537231445
1161,9,4,7,0.5289011597633362
1162,9,4,13,0.5464072227478027
1163,9,3,1,0.650790274143219
1164,9,4,5,0.7547476887702942
1165,9,4,10,0.37285223603248596
1166,9,8,1,0.4859331250190735
1167,9,8,9,0.5856873393058777
1168,9,8,6,0.5961142778396606
1169,9,8,1,0.5011506676673889
1170,9,5,2,0.5769513249397278
1171,9,7,3,0.4505578577518463
1172,9,3,2,0.44282442331314087
1173,9,4,1,0.9503669738769531
1174,9,8,1,0.7661320567131042
1175,9,8,1,0.5603311061859131
1176,9,3,3,0.36085617542266846
1177,9,8,4,0.912660539150238
1178,9,8,4,0.49968042969703674
1179,9,8,3,0.40191709995269775
1180,9,5,2,0.5112230777740479
1181,9,8,13,0.5268421173095703
1182,9,5,6,0.5257624387741089
1183,9,8,6,0.6424686312675476
1184,9,5,2,0.702581524848938
1185,9,8,11,0.5758450627326965
1186,9,1,3,0.5159029364585876
1187,9,8,11,0.5329380631446838
1188,9,8,2,0.7841047048568726
1189,9,8,2,0.7701976299285889
1190,9,5,2,0.696199893951416
1191,9,3,2,0.8587948083877563
1192,9,3,2,0.3553738594055176
1193,9,8,9,0.5795628428459167
1194,9,3,7,0.6222952008247375
1195,0,4,10,0.8109899759292603
1196,0,6,1,0.7371248602867126
1197,0,6,9,0.5419790148735046
1198,0,6,9,0.5931832194328308
1199,0,4,6,0.5685417652130127
1200,0,6,10,0.44112539291381836
1201,0,6,6,0.4786147475242615
1202,0,4,6,0.5908814072608948
1203,0,6,8,0.6820164918899536
1204,0,6,8,0.5677328109741211
1205,0,6,12,0.5553878545761108
1206,0,6,9,0.49508702754974365
1207,0,6,14,0.4701271653175354
1208,0,6,6,0.5113277435302734
1209,0,6,10,0.5130214691162109
1210,0,6,8,0.6696004271507263
1211,0,6,10,0.5430265665054321
1212,0,4,2,0.8083922266960144
1213,0,6,6,0.5310559272766113
1214,0,2,1,0.40988388657569885
1215,0,6,10,0.49710434675216675
1216,0,6,8,0.48621833324432373
1217,0,6,7,0.5331298112869263
1218,0,4,8,0.7131230235099792
1219,0,6,12,0.48304617404937744
1220,0,4,2,0.5355070233345032
1221,0,6,10,0.5945181846618652
1222,0,6,8,0.6550504565238953
1223,0,6,6,0.49813562631607056
1224,0,6,5,0.656337559223175
1225,0,6,9,0.5036613345146179
1226,0,6,9,0.49893808364868164
1227,0,6,4,0.7629266977310181
1228,0,2,7,0.3909517526626587
1229,0,6,3,0.5235996842384338
1230,0,6,6,0.4642719030380249
1231,0,6,6,0.5696222186088562
1232,0,6,8,0.49886462092399597
1233,0,4,7,0.6506101489067078
1234,0,6,8,0.5415810346603394
1235,1,7,6,0.4800541400909424
1236,1,7,5,0.28050729632377625
1237,1,7,6,0.6865324974060059
1238,1,4,4,0.9266474843025208
1239,1,8,5,0.3315434753894806
1240,1,7,4,0.6197504997253418
1241,1,7,3,0.6177660822868347
1242,1,4,2,0.8007376194000244
1243,1,7,5,0.8206714987754822
1244,1,7,7,0.4886453449726105
1245,1,7,7,0.4259640574455261
1246,1,7,5,0.49347561597824097
1247,1,4,3,0.8541094064712524
1248,1,2,2,0.9045196175575256
1249,1,9,3,0.9025852084159851
1250,1,8,7,0.41798076033592224
1251,1,2,1,0.49355170130729675
1252,1,7,4,0.759719729423523
1253,1,4,3,0.5257073044776917
1254,1,4,6,0.7020149827003479
1255,1,4,3,0.5671827793121338
1256,1,7,4,0.7270106673240662
1257,1,7,4,0.5057551264762878
1258,1,7,7,0.5949146151542664
1259,1,7,5,0.528896152973175
1260,1,4,7,0.5232464075088501
1261,1,2,3,0.5682874917984009
1262,1,5,6,0.2590848207473755
1263,1,7,5,0.6079252362251282
1264,1,4,5,0.4253668189048767
1265,1,7,8,0.5294889807701111
1266,1,5,8,0.19125062227249146
1267,1,8,4,0.6012976765632629
1268,1,2,1,0.7311497330665588
1269,1,7,7,0.6108967661857605
1270,1,7,6,0.38505661487579346
1271,1,7,4,0.4371703863143921
1272,1,7,5,0.3749639391899109
1273,1,4,6,0.6366097331047058
1274,1,9,3,0.7631760835647583
1275,2,1,7,0.8861573338508606
1276,2,7,3,0.7186174392700195
1277,2,1,0,0.5665434002876282
1278,2,8,1,0.5675089359283447
1279,2,1,4,0.565202534198761
1280,2,8,4,0.6015207767486572
1281,2,6,2,0.4780881404876709
1282,2,7,3,0.5139015913009644
1283,2,1,2,0.7979191541671753
1284,2,6,8,0.6107112169265747
1285,2,6,1,0.5472354888916016
1286,2,8,1,0.5031201243400574
1287,2,6,5,0.5380719900131226
1288,2,6,9,0.4934498071670532
1289,2,8,3,0.9182586669921875
1290,2,8,4,0.6413136720657349
1291,2,7,3,0.8564884662628174
1292,2,7,5,0.5371444225311279
1293,2,8,7,0.7688378095626831
1294,2,1,2,0.8473449349403381
1295,2,1,1,0.5941286683082581
1296,2,1,7,0.6088417172431946
1297,2,8,3,0.5935675501823425
1298,2,6,9,0.1783304214477539
1299,2,1,4,0.6625596880912781
1300,2,7,7,0.5141115188598633
1301,2,7,8,0.3630269467830658
1302,2,6,10,0.3952120840549469
1303,2,7,3,0.7367144823074341
1304,2,8,3,0.7836624383926392
1305,2,6,10,0.28185445070266724
1306,2,1,2,0.3390193581581116
1307,2,1,6,0.47731414437294006
1308,2,8,3,0.6620922088623047
1309,2,1,5,0.7426483035087585
1310,2,8,3,0.5226178765296936
1311,2,7,3,0.92339026927948
1312,2,8,4,0.5351958870887756
1313,2,4,8,0.35266393423080444
1314,2,1,3,0.536999523639679
1315,3,9,6,0.6777620911598206
1316,3,9,2,0.8306944370269775
1317,3,9,2,0.6792868375778198
1318,3,5,7,0.720855176448822
1319,3,8,4,0.41929638385772705
1320,3,9,1,0.5533174872398376
1321,3,5,20,0.24251484870910645
1322,3,9,3,0.8920415639877319
1323,3,7,7,0.6563794612884521
1324,3,8,5,0.4596714675426483
1325,3,7,8,0.6987701654434204
1326,3,9,5,0.555461049079895
1327,3,9,6,0.4515046179294586
1328,3,9,9,0.438946396112442
1329,3,5,9,0.5020244717597961
1330,3,9,2,0.7697760462760925
1331,3,9,8,0.5130357146263123
1332,3,9,7,0.48057490587234497
1333,3,9,2,0.3888554573059082
1334,3,7,5,0.6939483284950256
1335,3,7,2,0.7315630316734314
1336,3,9,6,0.7421103119850159
1337,3,7,7,0.677770733833313
1338,3,5,4,0.5178199410438538
1339,3,5,4,0.6297399401664734
1340,3,8,3,0.8047682642936707
1341,3,7,5,0.4873618185520172
1342,3,5,2,0.4349609315395355
1343,3,7,8,0.647443950176239
1344,3,8,14,0.42602816224098206
1345,3,9,4,0.6169387698173523
1346,3,7,0,0.8357123136520386
1347,3,7,5,0.6727038025856018
1348,3,8,3,0.535819947719574
1349,3,7,1,0.8985326290130615
1350,3,5,13,0.2847488820552826
1351,3,7,4,0.5576714873313904
1352,3,7,4,0.6240430474281311
1353,3,8,5,0.6641497611999512
1354,3,5,9,0.27811920642852783
1355,4,6,6,0.6568610072135925
1356,4,7,5,0.8236435055732727
1357,4,6,8,0.7241116166114807
1358,4,6,9,0.635378360748291
1359,4,6,6,0.8205474019050598
1360,4,7,0,0.9793969988822937
1361,4,6,5,0.6672636270523071
1362,4,1,2,0.8467154502868652
1363,4,6,8,0.5344201922416687
1364,4,6,3,0.742112398147583
1365,4,7,4,0.5598958134651184
1366,4,6,2,0.8963549137115479
1367,4,6,5,0.9057989120483398
1368,4,7,2,0.9136893153190613
1369,4,1,6,0.5036747455596924
1370,4,6,6,0.6946299076080322
1371,4,6,6,0.6403464674949646
1372,4,9,8,0.4151607155799866
1373,4,6,9,0.7177550196647644
1374,4,1,5,0.4793391823768616
1375,4,6,10,0.5714691877365112
1376,4,5,4,0.5690840482711792
1377,4,9,2,0.9223809242248535
1378,4,6,8,0.5456327199935913
1379,4,6,6,0.54561448097229
1380,4,7,1,0.9014474153518677
1381,4,6,3,0.5540919303894043
1382,4,6,3,0.5855473279953003
1383,4,9,4,0.9174509048461914
1384,4,6,11,0.7118470072746277
1385,4,6,4,0.74519944190979
1386,4,9,8,0.6016188859939575
1387,4,1,3,0.7584764361381531
1388,4,6,1,0.5859147906303406
1389,4,6,2,0.4744552671909332
1390,4,7,3,0.7047930359840393
1391,4,6,7,0.5843783617019653
1392,4,6,2,0.7077988386154175
1393,4,9,1,0.8163140416145325
1394,4,6,2,0.515924334526062
1395,5,5,99,0.4332607686519623
1396,5,5,99,0.4332607686519623
1397,5,3,8,0.7204276919364929
1398,5,9,2,0.8618286848068237
1399,5,6,3,0.7273126244544983
1400,5,5,99,0.4332607686519623
1401,5,3,8,0.645300567150116
1402,5,6,3,0.7904660105705261
1403,5,5,99,0.4332607686519623
1404,5,3,3,0.513069748878479
1405,5,6,3,0.6305028200149536
1406,5,0,8,0.4602675437927246
1407,5,3,6,0.7370343208312988
1408,5,5,99,0.4332607686519623
1409,5,6,0,0.6948917508125305
1410,5,3,10,0.7715880870819092
1411,5,6,2,0.9006036520004272
1412,5,3,0,0.5397121906280518
1413,5,9,3,0.7093114256858826
1414,5,5,99,0.4332607686519623
1415,5,9,3,0.6872531771659851
1416,5,6,1,0.5306136608123779
1417,5,6,7,0.431812584400177
1418,5,9,6,0.8079771399497986
1419,5,6,2,0.6168664693832397
1420,5,3,10,0.7814902663230896
1421,5,3,4,0.4665047526359558
1422,5,6,2,0.7709757089614868
1423,5,3,2,0.6466155648231506
1424,5,5,99,0.4332607686519623
1425,5,5,99,0.4332607686519623
1426,5,6,2,0.5355877876281738
1427,5,6,6,0.5242040753364563
1428,5,5,99,0.4332607686519623
1429,5,3,3,0.5016101002693176
1430,5,3,2,0.49913620948791504
1431,5,0,12,0.5687451362609863
1432,5,3,0,0.9785070419311523
1433,5,3,5,0.8266008496284485
1434,5,6,0,0.7757691144943237
1435,6,5,11,0.43192416429519653
1436,6,5,15,0.5090303421020508
1437,6,0,27,0.43528491258621216
1438,6,4,4,0.868015706539154
1439,6,5,19,0.3064405918121338
1440,6,4,1,0.5875835418701172
1441,6,4,7,0.5059483051300049
1442,6,4,0,0.8327370882034302
1443,6,5,16,0.2843758463859558
1444,6,4,18,0.5555210113525391
1445,6,4,6,0.6359467506408691
1446,6,4,19,0.5842970013618469
1447,6,4,4,0.8631007075309753
1448,6,4,12,0.5306369662284851
1449,6,5,14,0.27294155955314636
1450,6,8,3,0.7183489799499512
1451,6,0,14,0.37365710735321045
1452,6,7,3,0.41998180747032166
1453,6,0,3,0.8117445707321167
1454,6,5,17,0.34630468487739563
1455,6,5,11,0.4658736288547516
1456,6,8,11,0.2919657528400421
1457,6,4,5,0.5604592561721802
1458,6,5,11,0.3619369566440582
1459,6,5,12,0.3532088100910187
1460,6,5,14,0.3683721423149109
1461,6,4,4,0.5442312955856323
1462,6,4,23,0.6198428869247437
1463,6,5,10,0.30960923433303833
1464,6,4,11,0.7206215858459473
1465,6,5,7,0.30758431553840637
1466,6,0,8,0.4352048933506012
1467,6,4,7,0.8045310378074646
1468,6,5,11,0.3943902552127838
1469,6,8,8,0.47394126653671265
1470,6,8,15,0.30193811655044556
1471,6,4,6,0.6142030954360962
1472,6,0,16,0.37083542346954346
1473,6,4,25,0.5980058908462524
1474,6,8,4,0.5025903582572937
1475,7,1,14,0.4902772307395935
1476,7,1,7,0.5972825884819031
1477,7,9,3,0.8453508019447327
1478,7,3,6,0.5370140075683594
1479,7,3,9,0.48812252283096313
1480,7,3,7,0.737942099571228
1481,7,1,4,0.650610089302063
1482,7,1,6,0.5336548686027527
1483,7,5,8,0.4072645902633667
1484,7,3,8,0.76090407371521
1485,7,1,12,0.4675215780735016
1486,7,8,0,0.955801248550415
1487,7,5,14,0.3070692718029022
1488,7,4,8,0.37821024656295776
1489,7,1,2,0.45565882325172424
1490,7,8,7,0.6094134449958801
1491,7,5,17,0.33562588691711426
1492,7,1,3,0.5361956357955933
1493,7,6,4,0.6565555334091187
1494,7,5,14,0.37714871764183044
1495,7,1,8,0.6181653141975403
1496,7,5,13,0.3238960802555084
1497,7,4,8,0.7509135603904724
1498,7,4,11,0.49043625593185425
1499,7,5,11,0.24510875344276428
1500,7,3,6,0.884830117225647
1501,7,3,8,0.45855990052223206
1502,7,5,12,0.3521499037742615
1503,7,1,4,0.5210723876953125
1504,7,5,21,0.31248927116394043
1505,7,9,2,0.5004104971885681
1506,7,1,1,0.7079752683639526
1507,7,3,4,0.7398597002029419
1508,7,1,3,0.4682779610157013
1509,7,5,7,0.2728225588798523
1510,7,3,2,0.8138694167137146
1511,7,3,9,0.6414364576339722
1512,7,1,9,0.5148893594741821
1513,7,1,4,0.524114191532135
1514,7,8,0,0.808881402015686
1515,8,6,10,0.34604525566101074
1516,8,2,11,0.4996912479400635
1517,8,2,8,0.66559898853302
1518,8,6,6,0.28436487913131714
1519,8,3,0,0.6546709537506104
1520,8,2,8,0.35055527091026306
1521,8,6,3,0.8128240704536438
1522,8,2,4,0.7998232841491699
1523,8,1,9,0.564696729183197
1524,8,3,6,0.4677736461162567
1525,8,2,5,0.9176225662231445
1526,8,2,7,0.6426934003829956
1527,8,3,10,0.44555020332336426
1528,8,2,9,0.4580422639846802
1529,8,2,2,0.384099543094635
1530,8,2,3,0.658156156539917
1531,8,2,5,0.449402779340744
1532,8,1,3,0.5492547154426575
1533,8,2,5,0.7877803444862366
1534,8,9,4,0.6695659160614014
1535,8,3,11,0.43271416425704956
1536,8,2,6,0.6908367872238159
1537,8,6,16,0.3576551675796509
1538,8,6,7,0.42948752641677856
1539,8,3,2,0.6617200374603271
1540,8,9,8,0.4972391128540039
1541,8,2,4,0.5211748480796814
1542,8,2,7,0.8065676093101501
1543,8,2,3,0.6832438707351685
1544,8,9,5,0.508185625076294
1545,8,2,5,0.5502678155899048
1546,8,6,9,0.44183632731437683
1547,8,2,6,0.7182080745697021
1548,8,2,15,0.2106488198041916
1549,8,6,9,0.582302987575531
1550,8,7,14,0.35635867714881897
1551,8,5,9,0.24375061690807343
1552,8,9,8,0.6932016015052795
1553,9,4,3,0.5522490739822388
1554,9,4,10,0.7105692625045776
1555,9,3,6,0.4680083096027374
1556,9,3,4,0.6704199314117432
1557,9,8,2,0.5726268887519836
1558,9,8,7,0.574082612991333
1559,9,8,11,0.4848722517490387
1560,9,8,13,0.6172285676002502
1561,9,5,6,0.5320733189582825
1562,9,7,3,0.6359102129936218
1563,9,8,6,0.5005328059196472
1564,9,8,0,0.3182753920555115
1565,9,5,6,0.5473519563674927
1566,9,8,3,0.42590755224227905
1567,9,8,4,0.44397780299186707
1568,9,8,3,0.6903684735298157
1569,9,8,4,0.4032566547393799
1570,9,5,0,0.5243363976478577
1571,9,4,4,0.6213505864143372
1572,9,8,6,0.5274791717529297
1573,9,8,7,0.7578669786453247
1574,9,5,5,0.48061835765838623
1575,9,8,6,0.7979224324226379
1576,9,8,8,0.5785241723060608
1577,9,3,2,0.48646900057792664
1578,9,3,3,0.48403096199035645
1579,9,3,2,0.43657079339027405
1580,9,8,11,0.5715166926383972
1581,9,5,4,0.47800004482269287
1582,9,3,6,0.5854414105415344
1583,9,5,5,0.7848546504974365
1584,9,5,6,0.8048502206802368
1585,9,3,1,0.5779287815093994
1586,9,3,4,0.5198057293891907
1587,9,4,1,0.612172544002533
1588,9,3,5,0.5594136118888855
1589,9,3,2,0.3720085322856903
1590,9,8,5,0.506860077381134
1591,9,8,4,0.7173792123794556
1592,9,7,0,0.35680264234542847
